movie,imdb_ratings,metascore,votes,category,genres1,genres2,genres3,stars1,stars2,stars3,nb_oscar,win,nom,runtime,budget,gross,years
Scooby-Doo! The Mystery Begins,5.4,64.0,5436.0,2.0,Animation,Adventure,Comedy,Kate Melton,Hayley Kiyoko,Robbie Amell,0.0,0.0,1.0,120.0,43819528.982781656,53160295.192035295,2009
The Marine 2,5.0,64.0,5425.0,1.0,Action,Drama,Thriller,Ted DiBiase Jr.,Temuera Morrison,Lara Cox,0.0,0.0,0.0,103.28243887592573,43819528.982781656,53160295.192035295,2009
Humpday,6.0,74.0,5410.0,1.0,Comedy,Drama,Romance,Mark Duplass,Joshua Leonard,Alycia Delmore,0.0,6.0,7.0,94.0,43819528.982781656,473980.0,2009
Good Hair,6.9,72.0,5388.0,3.0,Documentary,Comedy,Comedy,Chris Rock,Maya Angelou,Al Sharpton,0.0,5.0,9.0,96.0,43819528.982781656,4163135.0,2009
Driven to Kill,5.1,64.0,5358.0,1.0,Action,Crime,Thriller,Steven Seagal,Mike Dopud,Igor Jijikine,0.0,0.0,0.0,98.0,8000000.0,40103.0,2009
To Save a Life,6.9,19.0,5350.0,3.0,Drama,Drama,Drama,Randy Wayne,Deja Kreutzberg,Joshua Weigel,0.0,0.0,2.0,103.28243887592573,500000.0,3824868.0,2009
Stolen,6.1,34.0,5280.0,1.0,Crime,Drama,Mystery,Jon Hamm,Josh Lucas,Rhona Mitra,0.0,0.0,0.0,91.0,2000000.0,7943.0,2009
Feast III: The Happy Finish,4.9,64.0,5162.0,1.0,Action,Comedy,Horror,Jenny Wade,Martin Klebba,Carl Anthony Payne II,0.0,0.0,0.0,80.0,2000000.0,53160295.192035295,2009
Giallo,4.4,64.0,5092.0,1.0,Crime,Drama,Horror,Adrien Brody,Emmanuelle Seigner,Elsa Pataky,0.0,0.0,1.0,92.0,14000000.0,50113.0,2009
Planète hurlante 2,4.7,64.0,5075.0,1.0,Action,Horror,Sci-Fi,Gina Holden,Jana Pallaske,Lance Henriksen,0.0,0.0,0.0,95.0,6000000.0,53160295.192035295,2009
Glorious 39,6.4,64.0,5060.0,1.0,Drama,History,Thriller,Romola Garai,Eddie Redmayne,Juno Temple,0.0,0.0,0.0,129.0,3700000.0,182253.0,2009
Deadline,4.6,64.0,5048.0,1.0,Drama,Horror,Thriller,Brittany Murphy,Thora Birch,Tammy Blanchard,0.0,0.0,0.0,85.0,1800000.0,53160295.192035295,2009
Chain Letter,4.1,64.0,5008.0,1.0,Horror,Horror,Horror,Nikki Reed,Keith David,Brad Dourif,0.0,0.0,0.0,88.0,3000000.0,855185.0,2009
Little New York,5.9,64.0,4947.0,1.0,Comedy,Crime,Drama,Ethan Hawke,Vincent D'Onofrio,Seymour Cassel,0.0,0.0,2.0,96.0,43819528.982781656,763728.0,2009
Against the Dark,3.2,64.0,4900.0,1.0,Action,Adventure,Fantasy,Steven Seagal,Tanoai Reed,Jenna Harrison,0.0,0.0,0.0,94.0,6000000.0,83054.0,2009
Legally Blondes,3.7,64.0,4803.0,2.0,Comedy,Family,Family,Milly Rosso,Becky Rosso,Christopher Cousins,0.0,0.0,1.0,86.0,43819528.982781656,53160295.192035295,2009
Tell Tale,5.4,64.0,4765.0,1.0,Drama,Horror,Sci-Fi,Josh Lucas,Lena Headey,Brian Cox,0.0,0.0,1.0,93.0,12000000.0,367586.0,2009
Ace Ventura: Pet Detective Jr.,2.1,64.0,4705.0,2.0,Adventure,Comedy,Crime,Josh Flitter,Emma Lockhart,Ann Cusack,0.0,0.0,0.0,93.0,7500000.0,117421.0,2009
The Lodger,5.7,17.0,4615.0,1.0,Crime,Drama,Horror,Alfred Molina,Hope Davis,Shane West,0.0,0.0,1.0,96.0,43819528.982781656,53160295.192035295,2009
Hunger,5.3,64.0,4613.0,1.0,Action,Crime,Horror,Lori Heuring,Linden Ashby,Joe Egender,0.0,0.0,0.0,101.0,625000.0,53160295.192035295,2009
In Her Skin,6.4,64.0,4580.0,1.0,Drama,Thriller,Thriller,Guy Pearce,Miranda Otto,Ruth Bradley,0.0,0.0,2.0,107.0,43819528.982781656,53160295.192035295,2009
Messengers 2: The Scarecrow,4.7,64.0,4478.0,1.0,Horror,Horror,Horror,Norman Reedus,Heather Stephens,Claire Holt,0.0,0.0,0.0,94.0,43819528.982781656,1521800.0,2009
Anacondas: Trail of Blood,3.0,64.0,4467.0,1.0,Action,Adventure,Horror,Crystal Allen,Linden Ashby,Danny Midwinter,0.0,0.0,0.0,89.0,43819528.982781656,53160295.192035295,2009
From Time to Time,6.7,64.0,4451.0,2.0,Adventure,Drama,Fantasy,Alex Etel,Timothy Spall,Maggie Smith,0.0,3.0,1.0,92.0,43819528.982781656,159640.0,2009
Spring Breakdown,4.8,64.0,4421.0,1.0,Comedy,Romance,Romance,Amy Poehler,Parker Posey,Rachel Dratch,0.0,0.0,0.0,84.0,12000000.0,53160295.192035295,2009
Dark Country,5.3,64.0,4379.0,1.0,Crime,Mystery,Thriller,Thomas Jane,Lauren German,Ron Perlman,0.0,0.0,0.0,88.0,4000000.0,1146422.0,2009
The Cry of the Owl,6.0,64.0,4319.0,1.0,Drama,Thriller,Thriller,Paddy Considine,Julia Stiles,Karl Pruner,0.0,0.0,0.0,100.0,11500000.0,32572.0,2009
Motherhood,4.6,34.0,4305.0,3.0,Comedy,Drama,Drama,Uma Thurman,Anthony Edwards,Minnie Driver,0.0,0.0,1.0,90.0,5000000.0,726936.0,2009
Suck,6.1,64.0,4285.0,1.0,Comedy,Horror,Music,Rob Stefaniuk,Jessica Paré,Paul Anthony,0.0,0.0,3.0,91.0,43819528.982781656,53160295.192035295,2009
Behind Enemy Lines: Colombia,4.8,64.0,4238.0,1.0,Action,Thriller,Thriller,Joe Manganiello,Ken Anderson,Channon Roe,0.0,0.0,0.0,103.28243887592573,43819528.982781656,53160295.192035295,2009
The Keeper,5.1,64.0,4214.0,1.0,Action,Crime,Thriller,Steven Seagal,Liezl Carstens,Arron Shiver,0.0,0.0,0.0,94.0,6000000.0,53160295.192035295,2009
The Good Heart,6.9,40.0,4196.0,1.0,Comedy,Drama,Drama,Paul Dano,Brian Cox,Bill Buell,0.0,6.0,9.0,99.0,3800000.0,346851.0,2009
Homecoming,5.3,21.0,4111.0,1.0,Drama,Horror,Sport,Mischa Barton,Matt Long,Jessica Stroup,0.0,0.0,0.0,103.28243887592573,1500000.0,53160295.192035295,2009
Hardwired,4.7,64.0,4075.0,1.0,Action,Sci-Fi,Sci-Fi,Cuba Gooding Jr.,Val Kilmer,Michael Ironside,0.0,0.0,0.0,103.28243887592573,5000000.0,53160295.192035295,2009
Across the Hall,6.0,64.0,4074.0,1.0,Horror,Mystery,Thriller,Mike Vogel,Danny Pino,Brittany Murphy,0.0,0.0,0.0,93.0,43819528.982781656,53160295.192035295,2009
Dare,5.8,54.0,4024.0,1.0,Drama,Romance,Romance,Emmy Rossum,Zach Gilford,Ashley Springer,0.0,2.0,1.0,100.0,43819528.982781656,18000.0,2009
The Canyon,5.9,64.0,4017.0,1.0,Thriller,Thriller,Thriller,Eion Bailey,Yvonne Strahovski,Will Patton,0.0,0.0,0.0,103.28243887592573,10000000.0,1785.0,2009
ZMD: Zombies of Mass Destruction,5.0,64.0,3971.0,1.0,Comedy,Horror,Sci-Fi,Janette Armand,Doug Fahl,Cooper Hopkins,0.0,0.0,0.0,89.0,500000.0,53160295.192035295,2009
Dead Man Running,6.0,64.0,3945.0,1.0,Action,Crime,Drama,Clint Koroan,Fredi 'Kruga' Nwaka,50 Cent,0.0,0.0,0.0,92.0,5000000.0,735875.0,2009
Hit and Run,4.3,64.0,3935.0,1.0,Crime,Horror,Thriller,Laura Breckenridge,Kevin Corrigan,Christopher Shand,0.0,0.0,0.0,103.28243887592573,3500000.0,53160295.192035295,2009
Mutants,5.6,64.0,3847.0,1.0,Drama,Horror,Sci-Fi,Hélène de Fougerolles,Francis Renaud,Dida Diafat,0.0,0.0,0.0,95.0,43819528.982781656,74420.0,2009
Wrong Turn at Tahoe,6.1,64.0,3831.0,1.0,Action,Crime,Drama,Cuba Gooding Jr.,Miguel Ferrer,Harvey Keitel,0.0,0.0,0.0,91.0,6000000.0,53160295.192035295,2009
Streets of Blood,4.4,64.0,3757.0,1.0,Action,Crime,Drama,Val Kilmer,50 Cent,Sharon Stone,0.0,0.0,0.0,103.28243887592573,43819528.982781656,210074.0,2009
Tidal Wave,5.6,64.0,3736.0,1.0,Action,Drama,Drama,Ji-Won Ha,Myeong-hoon Park,Min-ki Lee,0.0,6.0,12.0,120.0,10000000.0,71283278.0,2009
Alien Trespass,5.7,48.0,3691.0,2.0,Comedy,Horror,Sci-Fi,Eric McCormack,Jenni Baird,Robert Patrick,0.0,0.0,7.0,103.28243887592573,43819528.982781656,104526.0,2009
The Jerk Theory,5.5,64.0,3567.0,3.0,Comedy,Music,Romance,Josh Henderson,Jenna Dewan,Lauren Storm,0.0,0.0,0.0,93.0,43819528.982781656,53160295.192035295,2009
Wild Grass,6.2,65.0,3539.0,2.0,Drama,Romance,Romance,André Dussollier,Sabine Azéma,Anne Consigny,0.0,3.0,14.0,104.0,43819528.982781656,4834890.0,2009
Boogie Woogie,5.2,64.0,3520.0,1.0,Comedy,Drama,Drama,Gillian Anderson,Alan Cumming,Heather Graham,0.0,0.0,3.0,94.0,6000000.0,48411.0,2009
The Line,5.2,64.0,3506.0,1.0,Action,Crime,Drama,Ray Liotta,Andy Garcia,Esai Morales,0.0,0.0,0.0,95.0,7500000.0,24423.0,2009
Down Terrace,6.5,68.0,3417.0,1.0,Crime,Drama,Drama,Robin Hill,Robert Hill,Julia Deakin,0.0,3.0,4.0,93.0,30000.0,9812.0,2009
Amreeka,7.0,73.0,3411.0,3.0,Drama,Drama,Drama,Nisreen Faour,Melkar Muallem,Hiam Abbass,0.0,9.0,18.0,96.0,43819528.982781656,2176304.0,2009
The Open Road,5.4,47.0,3338.0,3.0,Comedy,Drama,Drama,Justin Timberlake,Ted Danson,Harry Dean Stanton,0.0,0.0,0.0,91.0,10000000.0,19716.0,2009
Beautiful Kate,6.7,64.0,3316.0,1.0,Drama,Mystery,Mystery,Ben Mendelsohn,Sophie Lowe,Maeve Dermody,0.0,7.0,22.0,100.0,4300000.0,1065656.0,2009
The Shortcut,5.1,64.0,3289.0,3.0,Horror,Mystery,Thriller,Katrina Bowden,Jeremy Bastian,Cavan Cunningham,0.0,0.0,0.0,100.0,5000000.0,53160295.192035295,2009
Red Sands,4.2,64.0,3287.0,1.0,Action,Horror,Thriller,Shane West,Leonard Roberts,Aldis Hodge,0.0,0.0,2.0,88.0,1500.0,53160295.192035295,2009
Facing Ali,8.0,64.0,3269.0,1.0,Documentary,Biography,Sport,George Chuvalo,Henry Cooper,George Foreman,0.0,0.0,6.0,100.0,1800000.0,15524.0,2009
Tanner Hall,5.8,40.0,3266.0,1.0,Drama,Romance,Romance,Rooney Mara,Georgia King,Brie Larson,0.0,0.0,2.0,96.0,3000000.0,5073.0,2009
Deep in the Valley,4.4,64.0,3252.0,1.0,Comedy,Comedy,Comedy,Chris Pratt,Brendan Hines,Scott Caan,0.0,0.0,0.0,96.0,43819528.982781656,53160295.192035295,2009
The Perfect Game,6.9,42.0,3232.0,2.0,Comedy,Drama,Family,Clifton Collins Jr.,Cheech Marin,Moises Arias,0.0,0.0,0.0,103.28243887592573,12500000.0,3878993.0,2009
Stay Cool,5.0,64.0,3214.0,3.0,Comedy,Drama,Romance,Winona Ryder,Mark Polish,Sean Astin,0.0,0.0,1.0,94.0,4500000.0,53160295.192035295,2009
Baby on Board,4.2,64.0,3200.0,1.0,Comedy,Romance,Romance,Heather Graham,Jerry O'Connell,John Corbett,0.0,0.0,0.0,103.28243887592573,8000000.0,53160295.192035295,2009
Ultimate Heist,5.4,64.0,3187.0,1.0,Action,Crime,Drama,Jean Reno,Gaspard Ulliel,Vahina Giocante,0.0,0.0,0.0,95.0,43819528.982781656,2322421.0,2009
High Life,6.1,64.0,3142.0,1.0,Comedy,Crime,Crime,Timothy Olyphant,Stephen Eric McIntyre,Joe Anderson,0.0,2.0,6.0,80.0,43819528.982781656,53160295.192035295,2009
Command Performance,5.6,64.0,3093.0,1.0,Action,Drama,Thriller,Dolph Lundgren,Melissa Molinaro,Hristo Shopov,0.0,0.0,0.0,93.0,6000000.0,53160295.192035295,2009
Brotherhood,7.0,68.0,3076.0,1.0,Drama,Romance,Romance,Thure Lindhardt,David Dencik,Nicolas Bro,0.0,3.0,11.0,97.0,43819528.982781656,240887.0,2009
Hamlet,8.2,64.0,3054.0,2.0,Drama,Drama,Drama,David Tennant,Patrick Stewart,Penny Downie,1.0,0.0,0.0,180.0,43819528.982781656,53160295.192035295,2009
Elsewhere,5.5,64.0,3042.0,1.0,Crime,Drama,Thriller,Anna Kendrick,Jon Gries,Tania Raymonde,0.0,0.0,0.0,106.0,500000.0,53160295.192035295,2009
Summer's Moon,4.4,64.0,3038.0,1.0,Horror,Thriller,Thriller,Ashley Greene,Peter Mooney,Barbara Niven,0.0,0.0,0.0,91.0,43819528.982781656,53160295.192035295,2009
Zone of the Dead,3.9,64.0,3028.0,1.0,Action,Horror,Sci-Fi,Ken Foree,Kristina Klebe,Emilio Roso,0.0,0.0,0.0,101.0,1000000.0,31401.0,2009
Weather Girl,5.8,47.0,3009.0,1.0,Comedy,Comedy,Comedy,Tricia O'Kelley,Patrick J. Adams,Ryan Devlin,0.0,0.0,2.0,92.0,43819528.982781656,22779.0,2009
Malice in Wonderland,6.0,64.0,2969.0,1.0,Adventure,Drama,Fantasy,Maggie Grace,Danny Dyer,Matt King,0.0,0.0,0.0,87.0,43819528.982781656,53160295.192035295,2009
Table for Three,5.4,64.0,2968.0,1.0,Comedy,Romance,Romance,Brandon Routh,Jesse Bradford,Ed Ackerman,0.0,0.0,0.0,93.0,43819528.982781656,53160295.192035295,2009
The Six Wives of Henry Lefay,5.1,64.0,2964.0,3.0,Comedy,Comedy,Comedy,Tim Allen,Barbara Barrie,Elisha Cuthbert,0.0,0.0,0.0,103.28243887592573,43819528.982781656,53160295.192035295,2009
Love at First Hiccup,5.7,64.0,2962.0,1.0,Comedy,Drama,Romance,Scout Taylor-Compton,Devon Werkheiser,Tania Verafield,0.0,0.0,0.0,90.0,43819528.982781656,20313.0,2009
A Call Girl,6.2,64.0,2955.0,1.0,Drama,Drama,Drama,Nina Ivanisin,Peter Musevski,Primoz Pirnat,0.0,6.0,4.0,90.0,1500000.0,37319.0,2009
A Woman a Gun and a Noodle Shop,5.6,57.0,2918.0,1.0,Comedy,Drama,Drama,Dahong Ni,Ni Yan,Shenyang Xiao,0.0,0.0,2.0,95.0,43819528.982781656,428430.0,2009
Jeu fatal,4.2,64.0,2872.0,1.0,Horror,Thriller,Thriller,Mike Vogel,Eliza Dushku,Iman Nazemzadeh,0.0,0.0,0.0,103.28243887592573,6500000.0,53160295.192035295,2009
Lies & Illusions,3.5,64.0,2853.0,1.0,Action,Thriller,Thriller,Christian Slater,Cuba Gooding Jr.,Sarah Ann Schultz,0.0,0.0,0.0,93.0,4500000.0,156510.0,2009
The City of Your Final Destination,6.3,52.0,2796.0,3.0,Drama,Romance,Romance,Omar Metwally,Anthony Hopkins,Charlotte Gainsbourg,0.0,1.0,2.0,117.0,8300000.0,1448788.0,2009
Tsar,6.8,64.0,2790.0,3.0,Drama,History,History,Pyotr Mamonov,Oleg Yankovskiy,Ramilya Iskander,0.0,5.0,9.0,116.0,43819528.982781656,5474562.0,2009
Hidden,5.7,64.0,2777.0,1.0,Horror,Thriller,Thriller,Kristoffer Joner,Cecilie A. Mosli,Bjarte Hjelmeland,0.0,1.0,4.0,95.0,12600000.0,1489526.0,2009
Without a Paddle: Nature's Calling,4.0,64.0,2773.0,3.0,Adventure,Comedy,Comedy,Oliver James,Kristopher Turner,Rik Young,0.0,0.0,0.0,103.28243887592573,6300000.0,53160295.192035295,2009
Saint John of Las Vegas,5.7,32.0,2769.0,1.0,Comedy,Drama,Drama,Steve Buscemi,Romany Malco,Sarah Silverman,0.0,0.0,1.0,103.28243887592573,3800000.0,111731.0,2009
Talhotblond:,6.8,64.0,2733.0,1.0,Documentary,Crime,Thriller,Steve Clement,Thomas Montgomery,Ken Case,0.0,0.0,1.0,103.28243887592573,75000.0,53160295.192035295,2009
Direct Contact,4.3,64.0,2720.0,1.0,Action,Thriller,Thriller,Dolph Lundgren,Gina May,Michael Paré,0.0,0.0,0.0,90.0,6000000.0,148337.0,2009
Not Easily Broken,6.1,43.0,2718.0,3.0,Drama,Romance,Romance,Morris Chestnut,Taraji P. Henson,Maeve Quinlan,0.0,1.0,3.0,99.0,5000000.0,10726909.0,2009
Like Dandelion Dust,7.0,64.0,2709.0,3.0,Drama,Drama,Drama,Mira Sorvino,Barry Pepper,Cole Hauser,0.0,0.0,20.0,100.0,2500000.0,352810.0,2009
The Eclipse,6.1,67.0,2706.0,1.0,Drama,Horror,Romance,Ciarán Hinds,Iben Hjejle,Aidan Quinn,0.0,5.0,10.0,86.0,3000000.0,159852.0,2009
It's Alive,3.5,64.0,2667.0,1.0,Horror,Sci-Fi,Sci-Fi,Bijou Phillips,James Murray,Raphaël Coleman,0.0,0.0,0.0,80.0,10000000.0,1035267.0,2009
Hurricane Season,6.6,64.0,2626.0,3.0,Drama,Sport,Sport,Forest Whitaker,Isaiah Washington,Shad Moss,0.0,0.0,0.0,102.0,15000000.0,53160295.192035295,2009
The Cell 2,2.8,64.0,2619.0,1.0,Horror,Sci-Fi,Thriller,Tessie Santiago,Chris Bruno,Frank Whaley,0.0,0.0,0.0,94.0,43819528.982781656,53160295.192035295,2009
Endgame,6.2,55.0,2594.0,3.0,Drama,History,History,William Hurt,Chiwetel Ejiofor,Jonny Lee Miller,1.0,0.0,0.0,109.0,43819528.982781656,26260.0,2009
American High School,2.4,64.0,2573.0,1.0,Comedy,Comedy,Comedy,Talan Torriero,Jillian Murray,Aubrey O'Day,0.0,0.0,0.0,103.28243887592573,200000.0,53160295.192035295,2009
The Steam Experiment,3.9,64.0,2572.0,1.0,Mystery,Thriller,Thriller,Val Kilmer,Armand Assante,Eric Roberts,0.0,0.0,0.0,90.0,7000000.0,53160295.192035295,2009
Play the Game,6.4,35.0,2570.0,3.0,Comedy,Romance,Romance,Paul Campbell,Andy Griffith,Doris Roberts,0.0,0.0,3.0,103.28243887592573,1100000.0,659483.0,2009
Accidents Happen,6.1,64.0,2556.0,1.0,Comedy,Drama,Drama,Geena Davis,Harrison Gilbertson,Harry Cook,0.0,2.0,2.0,92.0,6000000.0,36857.0,2009
Ibrahim Labyad,7.2,64.0,2549.0,1.0,Action,Drama,Drama,Ahmed el-Sakka,Hind Sabri,Amr Waked,0.0,0.0,1.0,134.0,26000000.0,49699.0,2009
That Evening Sun,7.1,75.0,2549.0,3.0,Drama,Drama,Drama,Hal Holbrook,Ray McKinnon,Walton Goggins,0.0,11.0,4.0,109.0,43819528.982781656,281350.0,2009
Transylmania,3.8,8.0,2536.0,1.0,Comedy,Horror,Horror,Patrick Cavanaugh,James DeBello,Tony Denman,0.0,0.0,0.0,92.0,43819528.982781656,408229.0,2009
The Way of War,3.2,64.0,2503.0,1.0,Action,Thriller,Thriller,Cuba Gooding Jr.,Clarence Williams III,John Terry,0.0,0.0,0.0,90.0,5000000.0,53160295.192035295,2009
Not Forgotten,4.8,48.0,2489.0,1.0,Horror,Thriller,Thriller,Simon Baker,Paz Vega,Michael DeLorenzo,0.0,0.0,1.0,100.0,43819528.982781656,230366.0,2009
Double Identity,4.5,64.0,2446.0,1.0,Action,Crime,Thriller,Val Kilmer,Izabella Miko,Julian Wadham,0.0,0.0,0.0,103.28243887592573,43819528.982781656,106149.0,2009
Waking Sleeping Beauty,7.6,70.0,2440.0,2.0,Documentary,Documentary,Documentary,Roy Edward Disney,John Lasseter,Michael Eisner,0.0,2.0,2.0,86.0,43819528.982781656,84918.0,2009
The Dark Knight,9.0,84.0,2220190.0,3.0,Action,Crime,Drama,Christian Bale,Heath Ledger,Aaron Eckhart,2.0,153.0,159.0,152.0,185000000.0,1005013644.0,2008
Iron Man,7.9,79.0,914174.0,3.0,Action,Adventure,Sci-Fi,Robert Downey Jr.,Gwyneth Paltrow,Terrence Howard,2.0,21.0,65.0,126.0,140000000.0,585366247.0,2008
Slumdog Millionaire,8.0,84.0,781598.0,1.0,Drama,Romance,Romance,Dev Patel,Freida Pinto,Saurabh Shukla,8.0,147.0,131.0,120.0,15000000.0,378021385.0,2008
Gran Torino,8.1,72.0,702018.0,1.0,Drama,Drama,Drama,Clint Eastwood,Bee Vang,Christopher Carley,1.0,21.0,20.0,116.0,33000000.0,269958228.0,2008
The Curious Case of Benjamin Button,7.8,70.0,570949.0,3.0,Drama,Fantasy,Romance,Brad Pitt,Cate Blanchett,Tilda Swinton,3.0,81.0,157.0,166.0,150000000.0,335802786.0,2008
Taken,7.8,51.0,555244.0,3.0,Action,Thriller,Thriller,Liam Neeson,Maggie Grace,Famke Janssen,0.0,2.0,2.0,90.0,25000000.0,226837760.0,2008
Hancock,6.4,49.0,434090.0,3.0,Action,Fantasy,Fantasy,Will Smith,Charlize Theron,Jason Bateman,0.0,4.0,12.0,92.0,150000000.0,629443428.0,2008
The Incredible Hulk,6.7,61.0,423277.0,3.0,Action,Adventure,Sci-Fi,Edward Norton,Liv Tyler,Tim Roth,0.0,1.0,8.0,112.0,150000000.0,264770996.0,2008
Indiana Jones and the Kingdom of the Crystal Skull,6.1,65.0,413892.0,3.0,Action,Adventure,Adventure,Harrison Ford,Cate Blanchett,Shia LaBeouf,1.0,10.0,41.0,122.0,185000000.0,790653942.0,2008
Twilight,5.2,56.0,412639.0,3.0,Drama,Fantasy,Romance,Kristen Stewart,Robert Pattinson,Billy Burke,0.0,29.0,15.0,122.0,37000000.0,408424673.0,2008
The Hurt Locker,7.6,95.0,411250.0,1.0,Drama,Thriller,War,Jeremy Renner,Anthony Mackie,Brian Geraghty,6.0,119.0,129.0,131.0,15000000.0,49230772.0,2008
Kung Fu Panda,7.5,74.0,405897.0,2.0,Animation,Action,Adventure,Jack Black,Ian McShane,Angelina Jolie,1.0,14.0,38.0,92.0,130000000.0,631746197.0,2008
Quantum of Solace,6.6,58.0,395123.0,3.0,Action,Adventure,Thriller,Daniel Craig,Olga Kurylenko,Mathieu Amalric,2.0,4.0,30.0,106.0,200000000.0,589580482.0,2008
In Bruges,7.9,67.0,380717.0,1.0,Comedy,Crime,Drama,Colin Farrell,Brendan Gleeson,Ciarán Hinds,1.0,24.0,54.0,107.0,15000000.0,34085749.0,2008
Tropic Thunder,7.0,71.0,369313.0,1.0,Action,Comedy,War,Ben Stiller,Jack Black,Robert Downey Jr.,1.0,10.0,46.0,107.0,92000000.0,195702811.0,2008
Cloverfield,7.0,64.0,365423.0,3.0,Action,Adventure,Horror,Mike Vogel,Jessica Lucas,Lizzy Caplan,0.0,5.0,30.0,85.0,25000000.0,172394180.0,2008
Wanted,6.7,64.0,353165.0,1.0,Action,Crime,Fantasy,Angelina Jolie,James McAvoy,Morgan Freeman,2.0,4.0,20.0,110.0,75000000.0,342463063.0,2008
Yes Man,6.8,46.0,327220.0,3.0,Comedy,Romance,Romance,Jim Carrey,Zooey Deschanel,Bradley Cooper,0.0,3.0,9.0,104.0,70000000.0,223241637.0,2008
Pineapple Express,6.9,64.0,308298.0,1.0,Action,Comedy,Crime,Seth Rogen,James Franco,Gary Cole,1.0,2.0,14.0,111.0,27000000.0,101624843.0,2008
Burn After Reading,7.0,63.0,300820.0,1.0,Comedy,Crime,Drama,Brad Pitt,Frances McDormand,George Clooney,2.0,8.0,30.0,96.0,37000000.0,163728902.0,2008
The Wrestler,7.9,80.0,284955.0,1.0,Drama,Sport,Sport,Mickey Rourke,Marisa Tomei,Evan Rachel Wood,2.0,58.0,90.0,109.0,6000000.0,44734660.0,2008
Jumper,6.1,35.0,281483.0,3.0,Action,Adventure,Sci-Fi,Hayden Christensen,Samuel L. Jackson,Jamie Bell,0.0,2.0,4.0,88.0,85000000.0,225132113.0,2008
Seven Pounds,7.6,36.0,280645.0,3.0,Drama,Drama,Drama,Will Smith,Rosario Dawson,Woody Harrelson,0.0,5.0,6.0,123.0,55000000.0,169748929.0,2008
Step Brothers,6.9,51.0,260839.0,1.0,Comedy,Comedy,Comedy,Will Ferrell,John C. Reilly,Mary Steenburgen,0.0,3.0,2.0,98.0,65000000.0,128107642.0,2008
Forgetting Sarah Marshall,7.1,67.0,256709.0,1.0,Comedy,Drama,Romance,Kristen Bell,Jason Segel,Paul Rudd,0.0,4.0,19.0,111.0,30000000.0,105833257.0,2008
Hellboy II: The Golden Army,7.0,78.0,251211.0,3.0,Action,Adventure,Fantasy,Ron Perlman,Selma Blair,Doug Jones,1.0,5.0,29.0,120.0,85000000.0,168319243.0,2008
Vicky Cristina Barcelona,7.1,70.0,237407.0,3.0,Comedy,Drama,Romance,Rebecca Hall,Scarlett Johansson,Javier Bardem,1.0,31.0,53.0,96.0,15500000.0,96409300.0,2008
Changeling,7.7,63.0,231501.0,1.0,Biography,Crime,Drama,Angelina Jolie,Colm Feore,Amy Ryan,3.0,14.0,51.0,141.0,55000000.0,113398237.0,2008
RocknRolla,7.3,53.0,229414.0,1.0,Action,Crime,Thriller,Gerard Butler,Tom Wilkinson,Idris Elba,0.0,1.0,5.0,114.0,18000000.0,25740863.0,2008
The Reader,7.6,58.0,225955.0,1.0,Drama,Romance,Romance,Kate Winslet,Ralph Fiennes,Bruno Ganz,1.0,25.0,47.0,124.0,32000000.0,108902486.0,2008
21,6.8,48.0,224174.0,3.0,Crime,Drama,History,Jim Sturgess,Kate Bosworth,Kevin Spacey,0.0,1.0,5.0,123.0,35000000.0,159808370.0,2008
Valkyrie,7.1,56.0,223263.0,3.0,Drama,History,Thriller,Tom Cruise,Bill Nighy,Carice van Houten,0.0,2.0,11.0,121.0,75000000.0,201545517.0,2008
Role Models,6.8,61.0,216773.0,1.0,Comedy,Comedy,Comedy,Paul Rudd,Seann William Scott,Elizabeth Banks,0.0,1.0,4.0,99.0,28000000.0,92649419.0,2008
Rambo,7.0,46.0,213774.0,1.0,Action,Thriller,War,Sylvester Stallone,Julie Benz,Matthew Marsden,0.0,1.0,1.0,92.0,50000000.0,113244290.0,2008
Body of Lies,7.1,57.0,208721.0,1.0,Action,Drama,Thriller,Leonardo DiCaprio,Russell Crowe,Mark Strong,0.0,0.0,2.0,128.0,70000000.0,115900897.0,2008
Mamma Mia!,6.4,51.0,207864.0,3.0,Comedy,Musical,Romance,Meryl Streep,Pierce Brosnan,Amanda Seyfried,2.0,15.0,23.0,108.0,52000000.0,609896805.0,2008
Ip Man,8.0,59.0,206209.0,1.0,Action,Adventure,Biography,Donnie Yen,Simon Yam,Siu-Wong Fan,0.0,12.0,19.0,106.0,11715578.0,22108789.0,2008
Let the Right One In,7.9,82.0,201488.0,1.0,Drama,Horror,Romance,Kåre Hedebrant,Lina Leandersson,Per Ragnar,1.0,74.0,55.0,114.0,4000000.0,11227336.0,2008
Get Smart,6.5,54.0,199138.0,3.0,Action,Adventure,Comedy,Steve Carell,Anne Hathaway,Alan Arkin,0.0,3.0,6.0,110.0,80000000.0,230685453.0,2008
Madagascar: Escape 2 Africa,6.6,61.0,198043.0,2.0,Animation,Adventure,Comedy,Ben Stiller,Chris Rock,David Schwimmer,0.0,4.0,11.0,89.0,150000000.0,603900354.0,2008
Death Race,6.4,43.0,194500.0,1.0,Action,Sci-Fi,Thriller,Jason Statham,Joan Allen,Tyrese Gibson,0.0,1.0,5.0,105.0,45000000.0,76014335.0,2008
The Happening,5.0,34.0,192213.0,1.0,Drama,Mystery,Sci-Fi,Mark Wahlberg,Zooey Deschanel,John Leguizamo,0.0,3.0,10.0,91.0,48000000.0,163403799.0,2008
